Year,Title,Source,Link,Output,Task,Query,Structured,Cost,Model,Learning,Start,Stop,Others
2008,Return on investment for active learning,Others,-,Sequence_labeling,POS,"Uncertainty,Disagreement",-,Cost_sensitive,-,-,-,-,-
2008,Actively transfer domain knowledge,Others,-,Classification,Others,Uncertainty,-,-,-,Transfer_learning,-,-,-
2008,Active learning with real annotation costs,Others,-,"Classification,Sequence_labeling",NER,Uncertainty,-,"Measurement,Cost_sensitive",-,-,-,-,-
2008,A stopping criterion for active learning,Others,-,"Classification,Sequence_labeling",Others,Uncertainty,-,-,-,-,-,Stop,-
2008,Active learning for pipeline models,Others,-,Complex_structured_prediction,Others,Uncertainty,Full,-,-,-,-,-,-
2007,Dual strategy active learning,Others,-,Classification,Others,Hybrid(dynamic),-,-,-,-,AL_stage,-,-
2007,Learning on the border: active learning in imbalanced data classification,Others,-,Classification,Others,Uncertainty,-,Wait_time,-,-,-,Stop,Data_imbalance
2007,Active learning for logistic regression: an evaluation,Others,-,Classification,Classification,"Uncertainty,Disagreement",-,-,-,-,-,-,-
2006,Margin-based active learning for structured output spaces,Others,-,Complex_structured_prediction,Others,Uncertainty,Partial,-,-,-,-,-,-
2005,Reducing labeling effort for structured prediction tasks,Others,-,Sequence_labeling,Others,Uncertainty,Full,"Measurement,Directly_reducing_cost",-,-,-,-,-
2004,Active Learning Using Pre-clustering,Others,-,Classification,Others,Representative,-,-,-,-,-,-,-
2004,Using cluster-based sampling to select initial training set for active learning in text classification,Others,-,Classification,Others,Uncertainty,-,-,-,-,Seed,-,-
2003,Representative sampling for text classification using support vector machines,Others,-,Classification,Others,Representative,-,-,-,-,-,-,-
2003,Incorporating diversity in active learning with support vector machines,Others,-,Classification,Others,Representative,-,-,-,-,-,-,-
2001,Active Hidden Markov Models for Information Extraction,Others,-,Sequence_labeling,Others,Uncertainty,Partial,-,-,-,-,-,-
2001,Support vector machine active learning with applications to text classification,Others,-,Classification,Others,Others,-,-,-,-,-,-,-
2001,Toward Optimal Active Learning through Sampling Estimation of Error Reduction,Others,-,Classification,Others,"Uncertainty,Performance_prediction",-,Wait_time,-,-,-,-,-
2000,Less is more: Active learning with support vector machines,Others,-,Classification,Others,Uncertainty,-,-,-,-,-,Stop,-
1999,Active learning for natural language parsing and information extraction,Others,-,Sequence_labeling,Others,Heuristic,-,-,-,-,-,-,-
1998,Employing EM and pool-based active learning for text classification,Others,-,Classification,Others,"Uncertainty,Representative",-,-,-,Semi_supervised,-,-,-
1996,Active learning with statistical models,Others,-,Others,Others,Others,-,-,-,-,-,-,-
1994,Improving generalization with active learning,Others,-,Others,Others,Disagreement,-,-,-,Semi_supervised,-,-,-
1994,Heterogeneous uncertainty sampling for supervised learning,Others,-,Others,Others,Others,-,-,Model_mismatch,-,-,-,-
1994,A sequential algorithm for training text classifiers,Others,-,Others,Others,Uncertainty,-,-,-,-,-,-,-
1992,Query by committee,Others,-,Others,Others,Disagreement,-,-,-,-,-,-,-
